id,prediction
690,1845.96930963
692,11761.9398142
695,1661.52025596
697,4028.20187292
698,2276.23755598
706,2590.09186761
708,1549.26073054
712,2713.07621688
715,4178.2257913
717,1392.75039103
725,3245.89622912
729,1099.02495826
737,1376.81879065
739,5113.97806014
747,3699.31510083
753,2627.92293454
758,2241.72008509
759,2150.09134537
763,1451.31968618
773,4056.56081965
774,1979.72445803
776,1479.66569011
788,2849.61267551
790,3158.44880618
794,1000.24086881
801,2856.01131149
802,1406.66857101
805,1391.50093475
809,5132.08418948
812,1670.42119407
825,2386.39719723
828,2061.47371905
830,1403.20923416
833,1142.08455777
850,5876.57765647
852,6082.63461057
862,1513.68052384
863,1390.57470732
864,1541.63570026
865,3561.84398411
868,6848.45032458
872,1502.00995334
879,5089.42984341
880,1509.59655992
883,1273.07532264
886,1371.48932576
923,1677.6780436
924,1478.49460863
932,1435.08831825
945,5944.38877977
947,6516.11255888
948,2180.17184426
955,2729.30508301
963,4089.86709986
979,1439.17878614
989,1520.65247118
994,2992.89004393
995,1867.31384654
998,1408.60079402
1000,4311.64285052
1018,1740.25214569
1019,1700.41469559
1028,1919.19137679
1034,1342.05022947
1038,1668.29641831
1040,1361.63315614
1042,1288.67631611
1057,6766.53371754
1058,2381.77577956
1063,1014.11042299
1066,4568.07696737
1071,4128.00032328
1073,4001.93338809
1074,2915.07924539
1077,2973.13860419
1080,9764.20352066
1088,907.521290213
1096,784.849525844
1097,11223.7345189
1105,5729.87383149
1115,1960.38365341
1116,2950.38533354
1122,2206.93787071
1130,5086.20376887
1133,1016.73516659
1137,1764.77233885
1140,1902.07257872
1143,7659.08858204
1149,5580.3732338
1150,935.609417287
1153,767.868791234
1157,944.809800034
1180,630.880264357
1183,930.043291307
1188,1584.0848902
1193,1103.92271876
1200,776.731104865
1209,4316.30607216
1214,1938.80949736
1219,1995.02430645
1223,5864.68028176
1227,856.561700447
1228,1459.65078656
1229,4621.308804
1233,977.135254907
1238,5621.93667538
1239,2017.35918704
1241,3282.832447
1243,1780.11102455
1244,1161.99710952
1245,3318.5472822
1277,4412.82656956
1279,3035.46324493
1292,12182.0294533
1293,1448.18386813
1299,9237.10292906
1304,2964.79597227
1313,3609.86205583
1328,2212.65675391
1330,1098.74472722
1334,1510.25338398
1335,1317.85458894
1336,5620.79716724
1341,1073.73471238
1344,1085.97080505
1351,875.398732426
1352,2660.09547738
1354,1550.56888881
1368,4184.18474953
1373,1538.67599263
1375,696.995036101
1381,1621.48131251
1384,4730.35787864
1385,4188.88698263
1388,5410.16495753
1401,5946.34869837
1402,2593.80270476
1404,1553.94208861
1406,1399.06438593
1409,1139.26172739
1422,1448.13993582
1429,3221.49088178
1433,5853.44735377
1438,1137.00944451
1444,1145.99100848
1446,1100.32784298
1450,1107.61538547
1451,763.082759964
1454,1848.59452022
1458,2229.41089386
1461,3488.01174643
1464,5990.2575421
1465,998.849406751
1478,2088.934223
1479,1621.65122361
1480,2651.94544601
1484,2355.22531508
1486,930.412804516
1488,863.986877737
1489,3364.28539235
1491,1038.01922553
1507,2036.81944037
1515,2146.24287219
1519,2784.75455275
1528,1784.64789373
1529,975.923490586
1530,3138.65373854
1532,1190.61257139
1541,1589.75103414
1542,3202.64524277
1547,1371.12037011
1549,1203.71330477
1553,2392.18696683
1554,2951.14182822
1555,1340.67889548
1559,1590.20754458
1565,1605.93128784
1568,1168.94162049
1576,3546.3963024
1579,985.884305799
1592,916.305945108
1596,3312.40335942
1605,924.415151461
1607,1501.11455327
1612,2053.95250882
1617,3008.10470193
1619,2324.47154586
1620,8191.65334646
1624,2724.67056396
1627,1283.4825571
1633,1715.34454673
1636,1270.91926982
1639,1129.68980965
1640,4591.04088199
1644,1166.33248871
1646,1403.73428258
1647,2363.98219365
1654,1356.94672864
1655,3220.46736416
1664,6383.95843201
1665,2128.02058886
1667,4810.72079567
1669,1157.18182024
1678,2221.63961105
1682,1917.40777454
1689,1063.72148137
1690,2730.02159858
1693,5558.45263581
1695,974.39698627
1705,2279.41824408
1706,2577.29845319
1708,2108.87459329
1716,2066.19188716
1720,8285.31087362
1722,1702.8287001
1749,4252.62868138
1750,1575.19811997
1751,5833.00998368
1760,2950.76435893
1763,4034.91289454
1770,1538.28896217
1777,2000.70983951
1785,5252.73915551
1791,1171.68213607
1794,4337.43581009
1800,1215.98150984
1816,1317.30944443
1817,1034.96393469
1821,3375.71474508
1836,1371.55114756
1838,1726.97462101
1851,1956.40972331
1852,2821.49801734
1854,2528.86833289
1856,859.761123817
1865,799.21783246
1872,1093.94011958
1878,799.59822365
1880,1006.44256675
1881,1376.95426699
1882,1907.2694195
1886,867.129318426
1892,1517.67792143
1894,2508.24602999
1898,2600.93036278
1899,2538.95936257
1902,1228.83408213
1903,3655.52958027
1906,1389.11230428
1910,2356.69865
1911,1721.54542262
1914,3354.5871268
1929,3064.55173887
1932,1434.78957265
1952,1019.41023645
1959,1354.47441589
1960,1813.58920637
1976,4240.69990318
1980,2881.49660626
1981,2086.72901248
1987,2099.81084996
1994,1737.49757799
2000,830.132545852
2008,2188.01644935
2011,2342.93259593
2012,5156.80835701
2019,1801.13296684
2022,3152.11736033
2024,8346.92267016
2028,955.29476931
2030,3502.82381347
2031,7238.10228874
2047,1830.24497811
2049,691.620553868
2050,1514.32100474
2051,4208.36708891
2056,1720.54049149
2057,1071.03941453
2059,2349.85616504
2069,3562.53159178
2085,1607.47251092
2089,891.961817683
2090,1630.69265309
2101,3000.39940937
2114,2539.36377779
2115,1327.98992748
2118,1287.7065571
2119,2382.95838056
2125,1567.83867309
2128,3309.20665372
2129,1483.41325769
2132,1799.86383461
2133,2358.36886934
2135,792.980625542
2136,1655.92714904
2143,1227.45894482
2144,1173.22791976
2145,2686.85982697
2152,2171.59898799
2160,3416.39576752
2166,1540.83365014
2169,1115.6620612
2170,1558.28759091
2172,1715.72109245
2181,1647.79866159
2183,1721.12859614
2185,2997.37474282
2188,2476.14676335
2189,2149.83869016
2194,5035.47333351
2202,1518.37101036
2208,2801.13657241
2227,1744.80492742
2230,5347.60072999
2235,2235.60419595
2236,1709.89584656
2244,7439.34296224
2248,1502.38243791
2252,1398.7035823
2254,1635.48899833
2260,5636.72442213
2263,1919.49075954
2274,1549.00108041
2277,1000.47406711
2279,6056.93763287
2280,11612.3462121
2283,2582.76448796
2284,826.611020107
2288,3070.16553752
2292,1977.55391919
2295,5086.31936283
2296,1213.38935922
2299,2537.02786298
2315,5425.41061434
2318,1655.88358596
2329,10493.8904292
2337,1587.92765494
2340,997.58942499
2342,1722.3801479
2347,2366.15651942
2349,4449.5578506
2354,1279.98803465
2361,2469.01489784
2370,1649.12782752
2378,2896.97180465
2382,3823.43783271
2387,1538.07481118
2389,2050.44299411
2394,1388.73640395
2396,2281.19504086
2400,2835.77785314
2407,2506.34031404
2414,1108.59395714
2415,1818.7219351
2421,2132.22685782
2427,1733.29228156
2428,2406.35285751
2430,2610.10653878
2435,2373.22103701
2445,5369.71796752
2446,1650.25441158
2447,1282.64913775
2449,1935.26766334
2451,1880.34966596
2458,14337.2103067
2462,10882.736253
2463,2629.48993113
2467,2212.97202795
2471,5878.46542172
2475,2235.1620503
2478,3094.56717337
2483,4293.16391484
2485,1151.00407896
2487,1124.6762846
2494,713.588890547
2497,1809.1342209
2499,1553.05411954
2503,1421.21801525
2513,2679.69603206
2515,2087.24550585
2522,1586.9185435
2523,1325.93184682
2528,2751.03452578
2532,4744.79156632
2536,1086.90781446
2538,1545.57778142
2539,986.057937505
2540,2191.02415829
2545,5029.68155859
2548,1146.98247948
2549,971.199481329
2553,2403.01008578
2563,1737.40720927
2566,2271.21835869
2574,1417.65910354
2575,2772.53227146
2584,2828.53123919
2588,2733.84356027
2589,986.747378606
2592,1590.85364445
2596,1465.53813183
2598,1615.66563795
2602,1034.63024278
2603,1445.70803752
2607,2499.29167851
2609,1493.63749396
2611,5710.67868892
2627,1588.54530126
2628,1783.63953518
2630,3020.99047542
2633,2122.73082254
2636,7160.62775591
2640,1038.74524971
2641,1255.16252259
2657,4764.18933484
2659,1032.93415742
2662,1088.45454578
2663,1900.86256688
2667,2257.75535852
2670,929.694114379
2682,2144.04914787
2694,3113.72942277
2699,6126.549246
2700,2941.73904638
2703,5246.09185811
2708,2134.83046017
2714,965.402987688
2725,692.854156864
2726,1290.67868336
2727,1220.39846919
2732,2035.10424352
2733,5580.00972699
2736,5236.88212961
2745,2344.78226419
2760,1345.36738873
2764,1993.20554073
2765,6281.371861
2766,635.041109221
2775,1881.17727329
2783,1696.41758929
2784,1074.96472316
2786,2209.28210201
2801,1305.12141764
2803,1926.11564368
2813,5283.2691051
2815,7062.67138785
2816,1496.25739773
2818,2821.70347927
2819,2284.91865191
2822,1270.64525586
2825,1725.39768615
2826,1347.0196602
2830,1490.1389884
2834,1262.2831526
2835,6040.40188828
2856,2645.68263791
2873,6012.64437671
2886,5470.26440808
2892,3400.5305568
2896,1001.93954317
2897,975.108507083
2899,2073.75141794
2901,1102.64594005
2909,5542.84012704
2914,3517.9939953
2915,1246.39995103
2916,2320.38362545
2919,890.485006199
2926,2315.36378532
2927,1866.70864752
2933,1506.17819938
2934,3055.98460383
2941,1703.97868034
2942,1807.2461883
2946,2689.64571018
2949,1722.72820117
2952,1726.24552088
2957,8906.95807281
2962,2016.13915237
2963,935.657834938
2965,1919.80155028
2966,6194.53746913
2971,2184.54069313
2975,695.272603452
2979,1077.47248151
2985,8726.43491984
2995,2638.0368761
2996,1390.45578441
3001,2930.80552853
3007,2433.94716907
3008,905.060367435
3014,3371.57674681
3017,10814.5038626
3021,1307.77448276
3025,2531.37412815
3026,971.223534668
3034,2300.65255146
3035,2545.96444937
3044,2954.05779068
3046,3337.58383867
3047,5939.59630938
3057,2826.97967539
3059,6101.5779254
3063,4323.6935947
3065,1344.26024321
3067,2194.82196999
3069,1405.2016212
3076,3510.42223675
3086,1246.90967903
3088,2351.72958625
3090,1908.61765033
3096,2969.82084512
3100,1119.2858095
3102,2130.92165695
3103,2335.10840036
3107,1026.25122961
3118,1332.64256756
3120,4558.21545273
3123,1961.57984289
3128,1248.35108128
3132,1602.8909851
3140,1662.23402734
3152,2400.74281688
3165,2874.23490448
3183,1426.54824825
3190,1093.00963286
3197,2046.57544927
3201,1261.40220783
3203,1819.26515966
3214,2359.92829299
3219,2153.08279648
3220,1437.74846886
3221,4093.66976451
3229,1661.06169766
3234,1160.14938846
3235,3212.69422506
3240,1717.52131822
3241,1582.91006972
3249,2199.53137622
3254,882.311639331
3264,3770.0857006
3266,2105.38789817
3270,863.333052367
3282,1867.52263266
3285,1847.34560966
3289,1328.86072648
3291,1538.97250715
3295,1999.58164678
3299,884.269144861
3302,1482.47556137
3303,5944.93047704
3308,3475.04725621
3309,3846.88216212
3324,2077.22670429
3327,5372.16631114
3330,4039.38992177
3335,1394.0023544
3339,1806.74614373
3340,2508.30781707
3343,1505.06547616
3350,2868.71062299
3353,1653.06837305
3356,8054.72399837
3361,3224.51618799
3368,1052.33591133
3376,1397.78860306
3381,1143.03860664
3383,2508.35348614
3397,3022.0181109
3403,2272.1877506
3405,1787.12807693
3410,1388.71739899
3412,2328.14178872
3416,2848.31252323
3417,1758.11639553
3423,3210.4642775
3427,6354.79095318
3435,3110.5235564
3439,1152.52099196
3441,2357.84727657
3450,1440.67815021
3453,981.277939208
3454,1331.40059092
3458,9178.38513866
3459,1732.63163439
3467,3605.9823455
3469,5404.47971557
3477,1140.2710803
3478,8464.3117665
3482,941.596595214
3484,5083.03386363
3506,2502.61668171
3515,6222.29406058
3522,3254.50072152
3523,1611.81893405
3526,1257.92560925
3532,1518.37050575
3534,1756.32666084
3537,1117.45865688
3539,1032.00164804
3542,4384.11933438
3545,1067.68327313
3552,1682.11978888
3554,1258.3887552
3573,1954.71275767
3576,1085.90634649
3577,2892.70393906
3580,1662.71942672
3583,1160.40741905
3584,1622.37422925
3609,1163.44852391
3613,5235.17753452
3623,2109.8156968
3624,3436.47103311
3638,7410.31562763
3642,2052.28416184
3643,2321.82953926
3647,1379.55618661
3653,1820.51314804
3654,4468.25328215
3656,1534.2693808
3658,855.004990668
3659,3745.91710123
3663,6063.13432423
3664,3183.56883154
3666,910.908234246
3681,1398.02111474
3689,2783.92386717
3694,2832.89131362
3695,1465.21687047
3699,1551.93570853
3701,2265.22301539
3704,3369.60391136
3721,1116.49083338
3726,4067.84938245
3727,2865.45627465
3729,2525.45557794
3731,4103.73093116
3738,1392.83843744
3740,2891.47702923
3744,1590.54126895
3757,1063.83595519
3758,911.377550886
3778,1770.14111187
3781,3835.05163486
3790,6347.49895291
3796,1118.79243498
3798,6260.74098768
3804,1174.00346906
3813,1124.8012004
3814,1149.95498071
3815,2589.80155201
3818,1990.67231793
3823,2739.74066194
3826,7940.5286884
3831,1659.02679112
3834,3469.64211498
3835,2803.24081333
3849,2398.71296884
3850,2552.8666191
3855,2365.99497158
3864,2544.64612086
3867,2089.44045959
3871,1130.9405771
3879,1652.93465757
3880,2548.18508476
3882,4152.357996
3884,9367.38756341
3893,1809.8936925
3895,1485.13243525
3901,3065.71623734
3903,1030.61423274
3913,1527.572693
3921,2123.47045785
3929,2472.64000091
3947,873.01021264
3962,1979.74276261
3963,979.664748529
3966,1828.68868959
3975,1767.05699515
3976,5482.63750876
3977,2828.01140553
3978,1229.99486107
3979,968.20608446
3983,1888.94778895
3985,840.703216378
3989,9069.37277088
3992,1877.0548842
3995,2170.29441131
4008,2348.00429899
4013,1836.42222288
4029,1790.32608857
4035,3182.84157195
4040,2265.71601623
4048,905.554970689
4060,2067.84783376
4066,1289.78830016
4075,877.200553357
4079,2190.94679828
4083,1145.00265467
4091,1754.90758909
4092,6637.45116032
4093,2779.73110171
4098,2943.27609682
4108,1538.2191679
4109,913.405080502
4110,3107.69457123
4116,2236.80943364
4129,1766.76407827
4130,4390.34153538
4140,2218.79745597
4146,1588.95503131
4150,3984.37026346
4151,7391.86492568
4153,1407.1069429
4169,5933.67440297
4170,2065.31294952
4179,1608.84287503
4183,3763.33618921
4188,3110.39123253
4190,1570.00789473
4193,1571.88645136
4201,7912.8346331
4205,1294.4334513
4210,2457.17195975
4226,2128.88835474
4229,1807.65924829
4241,2761.52083872
4242,1282.33573396
4257,3315.39642463
4258,705.778681157
4260,2399.93526956
4263,5214.07362204
4267,869.588093048
4273,2325.77598511
4274,1933.00998094
4277,1312.90870821
4281,1669.90113222
4283,4461.58553876
4293,2555.51851678
4294,1477.6025263
4305,3758.72261373
4307,3037.43753698
4318,1397.29716431
4325,2296.71667431
4327,4465.09057721
4332,3146.75389418
4335,4403.80146803
4336,3890.38830747
4337,729.55467928
4339,3878.43866219
4343,1385.06913905
4346,929.700410708
4348,1616.51465441
4350,3726.67402383
4358,2121.56406043
4359,1982.95921574
4363,2013.31939663
4366,4154.24877826
4374,1025.44267053
4375,2225.3401219
4377,1150.35763334
4393,3100.7731217
4395,2272.3061498
4400,1031.85883447
4402,6395.82639057
4404,7932.0433859
4415,2487.28009554
4418,1958.58167194
4422,1380.50678414
4430,1398.39019328
4432,2095.13544641
4433,1097.09553358
4435,5726.1299787
4438,1907.08573873
4444,1859.02152106
4447,2201.66329296
4451,5216.58004671
4452,1979.14080062
4457,1407.2878206
4459,3815.06382342
4469,1295.84027111
4471,8525.72772081
4486,1196.84008813
4488,2372.11599718
4510,1504.27551705
4515,966.142260716
4527,3663.94854648
4530,1043.58959405
4534,916.848991836
4535,3818.69090051
4536,1305.19209735
4548,2733.94962908
4549,1679.97369043
4551,5461.86838239
4556,2702.56309579
4559,757.436850509
4564,1292.01487797
4570,4084.2472583
4575,7697.20179667
4584,3121.44103091
4585,2805.21084674
4591,1846.05668164
4592,2794.29505126
4593,1947.32799724
4594,1203.57535182
4598,1100.70680895
4607,2550.89538815
4608,987.270328104
4620,2339.09576716
4621,3151.65284715
4625,2660.83935336
4635,2880.05828963
4638,5106.04628822
4652,2773.75802299
4657,2633.26848642
4658,1932.98613973
4666,5381.59882169
4672,1460.14914835
4676,2893.54549468
4680,1106.4717923
4681,6293.865748
4683,3517.09664481
4684,1086.79006257
4689,2669.2955244
4690,2680.18144116
4692,1822.86508464
4697,1674.15496784
4700,1870.40626926
4705,17772.8583192
4721,1923.16302513
4726,1838.8671526
4729,946.572840512
4731,4558.48287071
4736,2106.25140252
4739,1867.94082658
4740,1816.46351228
4753,1196.39538526
4754,2506.3593547
4755,5331.49867014
4756,1104.74884544
4759,1737.82829364
4764,1248.8157882
4771,3003.81514501
4772,1707.23670566
4776,851.80401924
4780,2876.84692978
4784,1559.85486988
4786,1490.78758987
4787,3194.22581921
4789,1055.94586339
4794,1963.80623544
4800,1810.63945686
4807,3073.40263305
4813,7416.56126333
4818,2435.83274321
4823,10810.3280567
4824,1923.71554845
4829,2465.18312529
4830,932.948238857
4835,2430.57989864
4844,1684.8896457
4845,1613.02658359
4846,2620.73182103
4847,865.009797041
4854,2626.83448706
4857,3177.21902364
4861,965.75067275
4863,1175.15175753
4866,2851.47465536
4869,4213.91965534
4871,1388.90367172
4872,2054.73530387
4875,2767.16214868
4877,8677.01794517
4878,1009.55588915
4885,1995.55213297
4886,1448.20424884
4888,3858.69637493
4890,1215.24555138
4896,1104.98133468
4899,2374.53700593
4913,761.189368991
4916,2144.43596882
4920,3834.18502812
4925,3099.94815484
4934,2053.9724694
4941,2371.90068817
4946,1568.49487236
4954,2739.57984452
4956,1262.96420061
4958,4195.88646911
4965,1226.3297138
4966,1234.25686306
4970,2645.14192261
4977,1757.44527002
4980,2539.63496606
4984,1921.68535688
4995,948.304090147
4997,3065.17215673
4999,1996.20081622
5005,3424.33603178
5011,1607.22507858
5015,2361.52903208
5016,2475.35170417
5019,2792.80490221
5024,2179.88200678
5030,2013.98460231
5031,1643.50667861
5034,2109.83585252
5047,10266.8356376
5048,2346.8281403
5052,1364.02643014
5061,1873.55970626
5062,7436.99624372
5067,3448.87769713
5068,4482.718121
5077,1454.48666182
5079,2065.25150925
5090,3078.98532271
5094,2185.54710862
5103,1972.68282461
5104,945.607379159
5106,2075.95816911
5107,2021.97801218
5110,1189.64571778
5114,1721.04340988
5116,4353.08550931
5121,5626.64863537
5122,3059.02402281
5124,1047.94481418
5132,3929.78625732
5133,1891.87645988
5138,2177.86085074
5143,2344.00469687
5153,1524.09996871
5154,1920.4356864
5155,948.482003331
5160,1760.15382677
5169,4069.40487814
5172,3447.01629853
5173,3063.26512112
5179,1015.27193566
5182,3017.77620922
5187,1199.2589263
5192,2930.78726929
5211,1287.54997375
5213,2959.0857544
5219,942.737934757
5225,2546.45715169
5226,1151.61925193
5227,4672.99159821
5228,1996.74721064
5239,3443.9557687
5241,1463.33439341
5244,2180.77690046
5248,3900.66342127
5260,1281.78422452
5266,1126.90700655
5273,1903.39733517
5280,7256.55167209
5298,4422.26236476
5300,1086.23272996
5306,3271.07958387
5307,1194.64695575
5311,4391.19592369
5316,1176.51752985
5323,870.838641833
5332,1665.87483494
5336,1751.80138017
5338,1040.17347279
5342,3329.9152631
5347,1285.18415384
5355,4098.79393681
5357,2027.52526691
5362,1397.72379244
5363,1296.61572179
5364,1004.62809803
5366,2404.14443419
5374,4859.80723426
5375,776.600988428
5379,2765.74760078
5380,2340.82672042
5383,838.751007921
5385,1579.07155708
5390,1953.47460238
5393,4515.87517917
5398,1865.78561814
5411,2715.26466083
5414,924.49514337
5429,1446.33933708
5432,8919.97031095
5436,1254.91970084
5437,4754.43085764
5439,1168.75251743
5440,3276.01237413
5449,1484.03705612
5458,1288.40746735
5460,929.073063426
5462,1162.43275542
5463,2324.75312874
5465,2585.80886513
5467,3331.26887618
5475,2682.1120836
5483,1949.45531844
5485,1269.74770195
5489,1639.02350093
5493,2726.33775782
5497,808.480010412
5501,1433.02392764
5506,1278.62176852
5507,1527.56358421
5510,3116.39783817
5524,4379.43865739
5531,1312.66886261
5542,3920.46706669
5543,2180.20059023
5544,4472.14233359
5552,1709.91888279
5560,2234.3812048
5563,3881.98470103
5573,2513.01748196
5579,1104.71945478
5584,3032.64813027
5585,8707.65099384
5594,1589.54355212
5595,1831.92050775
5597,1857.84379449
5598,1426.18186554
5604,1766.51316935
5606,1552.72427981
5610,1117.10329789
5615,4594.19358316
5631,1285.53747071
5637,1455.33973994
5646,1584.32677085
5656,3081.3587655
5658,10682.8711404
5666,1566.46111315
5668,2548.35288552
5673,1322.91219987
5680,1281.00385551
5691,2567.37855945
5692,5950.66115256
5693,2037.18565259
5697,3132.5241547
5698,1734.14403005
5700,2026.22942268
5704,2111.06847966
5705,1867.13124095
5707,974.754058903
5710,916.849905376
5716,959.222203671
5720,1598.34797703
5722,2199.73370347
5727,2041.3915245
5733,1425.93741535
5737,2369.97431521
5742,3507.95966571
5747,961.436196296
5760,2758.68908837
5774,1511.85237704
5788,4730.36204022
5796,1708.36915801
5797,1390.43702185
5800,2528.60592758
5812,1616.78094952
5814,1072.13933108
5818,1197.18303714
5819,3154.02288641
5823,5044.85153992
5826,2834.46673824
5830,1802.66491962
5831,1556.22883824
5846,2640.10992289
5864,2232.65219277
5869,668.620700786
5870,3973.53267172
5879,1450.64370977
5883,9227.36046474
5886,1228.16575042
5889,4864.58918561
5904,1988.75492023
5905,1156.84964543
5910,2867.48999198
5911,2167.23036636
5914,1686.33150495
5915,1700.8645631
5920,1126.90606732
5925,1670.47192194
5926,1813.74927033
5934,2646.90535538
5939,3065.06677472
5941,993.473274383
5943,1014.23229527
5949,3386.49444383
5961,1723.86659316
5965,4692.51225356
5966,2622.18988849
5969,740.313407774
5970,2429.20672094
5978,3025.60738173
5979,2552.10698713
5983,1444.72415689
5985,6202.31530765
5989,1268.05107793
5997,1530.59279854
6004,2263.54468094
6010,3756.42238047
6013,1506.1717555
6019,1549.8793591
6020,1211.23424396
6032,1173.5205153
6036,4620.1798475
6037,5565.55002374
6039,1682.60125175
6050,1771.39197745
6051,1559.82475535
6053,4409.30058525
6057,1609.92724343
6059,1290.79598386
6067,3929.02001421
6068,1494.35593988
6075,1687.53326243
6078,849.01892903
6079,4659.38286858
6080,3680.58130843
6082,4494.08492212
6084,1242.69847783
6091,2864.74748543
6092,1246.56471863
6093,5054.66626872
6096,1645.43150674
6102,1768.15488799
6105,1603.31138923
6116,1645.97221741
6122,901.837698065
6126,1023.43903554
6131,4445.69686205
6140,5038.67716255
6141,1174.86356491
6146,986.925845701
6147,2517.64105372
6157,2742.26318816
6162,2347.54407842
6163,2356.5731381
6165,2366.55207338
6170,7297.85226414
6208,1822.16637732
6216,3977.44722832
6218,1754.2753847
6223,2493.68542798
6224,2085.71421806
6227,1720.34450492
6240,10099.3820046
6241,1528.92981701
6246,1228.02526379
6248,4203.06412195
6249,1172.57466188
6255,1599.96164501
6261,3004.98322271
6262,7397.19853046
6269,1615.39914912
6271,2081.33443071
6278,2670.42096596
6284,1753.84957986
6285,1370.16436982
6287,1064.03509434
6288,2317.92337673
6291,2189.96407562
6296,976.921196449
6297,3295.16879782
6304,1841.38528613
6309,2905.42808438
6310,951.711737168
6311,2445.05062558
6316,1301.04057676
6319,1528.813803
6332,9070.97348334
6335,6498.45359615
6336,1243.00370042
6341,1118.72107296
6359,1232.93929626
6369,1832.29846574
6375,763.411914482
6378,3442.60297127
6380,3083.99466555
6385,10365.3694352
6387,7357.7689485
6391,2821.96204983
6392,737.900756829
6393,2703.36374247
6400,858.432214303
6411,2766.72964145
6415,2131.75376391
6416,2313.36153438
6419,2912.54411998
6421,1318.6340825
6432,2403.4900043
6438,1628.47221513
6444,935.963883137
6445,1528.68145603
6446,1340.84083902
6448,8022.79875298
6452,1401.8913959
6459,1944.36395239
6470,3720.33180019
6475,892.380998201
6484,2423.24708939
6492,2565.46549449
6502,1826.26809648
6505,1257.77849334
6506,1863.31197152
6513,1633.61133937
6514,3193.56903016
6524,4567.23293741
6525,637.796697391
6528,1475.91506862
6529,9703.42454499
6531,1702.75021939
6538,1760.45533597
6541,3920.59204061
6546,2818.23707529
6553,872.103517331
6563,742.1916981
6567,1928.24519585
6586,5696.10119386
6588,2418.80052039
6589,4229.05118516
6591,3655.21657741
6596,1356.71363118
6607,1611.12389705
6613,9925.45146389
6615,1995.21378181
6625,1253.65411485
6629,3258.86253743
6630,2774.45800506
6632,1414.98562188
6640,975.410174994
6645,2928.88317352
6648,2122.48144464
6656,1573.83540146
6658,2555.34183435
6661,1569.2890735
6663,2203.62931916
6665,2963.77235379
6673,1715.85359845
6676,1791.91297502
6681,1280.84735863
6683,1627.79296764
6684,916.551612352
6695,1228.41030691
6697,1680.75562432
6700,2737.66334397
6702,1163.18689783
6703,1357.75464782
6704,3533.10851247
6712,4426.5678991
6716,4496.94200633
6723,1258.39055882
6733,3734.67873904
6734,2243.94958763
6739,3839.47513295
6743,688.21131991
6746,1619.67508215
6756,1354.80300638
6758,1457.75942471
6765,967.758071209
6772,2100.89627797
6776,3486.11829238
6777,1764.56427745
