id,loss
3330,4048
3335,1393
3339,1811
3340,2562
3343,1526
3350,2878
3353,1662
3356,8189
3361,3273
3368,1044
3376,1400
3381,1156
3383,2562
3397,3044
3403,2266
3405,1774
3410,1393
3412,2309
3416,2814
3417,1754
3423,3206
3427,6255
3435,3141
3439,1163
3441,2399
3450,1450
3453,970.6
3454,1339
3458,9227
3459,1731
3467,3618
3469,5386
3477,1156
3478,8491
3482,937.8
3484,5153
3506,2554
3515,6255
3522,3273
3523,1614
3526,1262
3532,1553
3534,1754
3537,1114
3539,1040
3542,4369
3545,1049
3552,1677
3554,1262
3573,1969
3576,1068
3577,2890
3580,1662
3583,1163
3584,1614
3609,1163
3613,5319
3623,2092
3624,3467
3638,7516
3642,2037
3643,2284
3647,1393
3653,1811
3654,4471
3656,1553
3658,832.3
3659,3715
3663,5913
3664,3206
3666,911.2
3681,1400
3689,2766
3694,2814
3695,1450
3699,1553
3701,2266
3704,3370
3721,1114
3726,4085
3727,2878
3729,2562
3731,4085
3738,1393
3740,2890
3744,1610
3757,1044
3758,911.2
3778,1754
3781,3875
3790,6255
3796,1114
3798,6255
3804,1163
3813,1114
3814,1163
3815,2597
3818,2006
3823,2751
3826,7711
3831,1662
3834,3467
3835,2801
3849,2399
3850,2562
3855,2399
3864,2562
3867,2092
3871,1156
3879,1662
3880,2562
3882,4184
3884,9485
3893,1811
3895,1526
3901,3082
3903,1017
3913,1553
3921,2120
3929,2431
3947,866.6
3962,2006
3963,970.6
3966,1814
3975,1754
3976,5386
3977,2814
3978,1220
3979,970.6
3983,1865
3985,832.3
3989,9227
3992,1851
3995,2187
4008,2399
4013,1814
4029,1774
4035,3206
4040,2266
4048,911.2
4060,2092
4066,1262
4075,866.6
4079,2193
4083,1156
4091,1754
4092,6684
4093,2766
4098,2947
4108,1553
4109,911.2
4110,3141
4116,2242
4129,1754
4130,4369
4140,2206
4146,1610
4150,4048
4151,7516
4153,1441
4169,5913
4170,2092
4179,1613
4183,3715
4188,3141
4190,1555
4193,1557
4201,7711
4205,1281
4210,2431
4226,2120
4229,1811
4241,2766
4242,1262
4257,3323
4258,706.1
4260,2399
4263,5319
4267,850.4
4273,2309
4274,1904
4277,1305
4281,1669
4283,4470
4293,2562
4294,1501
4305,3715
4307,3044
4318,1393
4325,2266
4327,4470
4332,3141
4335,4369
4336,3875
4337,712.1
4339,3875
4343,1393
4346,921.2
4348,1614
4350,3715
4358,2120
4359,2006
4363,2032
4366,4184
4374,1013
4375,2242
4377,1163
4393,3087
4395,2266
4400,1040
4402,6255
4404,7711
4415,2431
4418,1969
4422,1393
4430,1400
4432,2092
4433,1079
4435,5739
4438,1890
4444,1851
4447,2206
4451,5319
4452,2006
4457,1441
4459,3730
4469,1281
4471,8491
4486,1174
4488,2399
4510,1526
4515,970.6
4527,3715
4530,1040
4534,911.2
4535,3730
4536,1300
4548,2751
4549,1677
4551,5386
4556,2701
4559,753.4
4564,1262
4570,4085
4575,7711
4584,3141
4585,2801
4591,1814
4592,2766
4593,1929
4594,1220
4598,1101
4607,2562
4608,970.6
4620,2314
4621,3141
4625,2672
4635,2878
4638,5153
4652,2766
4657,2597
4658,1904
4666,5383
4672,1450
4676,2890
4680,1114
4681,6255
4683,3467
4684,1079
4689,2672
4690,2701
4692,1811
4697,1677
4700,1851
4705,1.815e+04
4721,1904
4726,1814
4729,937.8
4731,4582
4736,2092
4739,1851
4740,1811
4753,1174
4754,2562
4755,5368
4756,1114
4759,1746
4764,1262
4771,3044
4772,1691
4776,832.3
4780,2878
4784,1553
4786,1526
4787,3206
4789,1044
4794,1969
4800,1811
4807,3082
4813,7516
4818,2408
4823,1.072e+04
4824,1904
4829,2431
4830,924.1
4835,2408
4844,1677
4845,1614
4846,2597
4847,850.4
4854,2597
4857,3206
4861,970.6
4863,1163
4866,2814
4869,4211
4871,1393
4872,2037
4875,2766
4877,8667
4878,1013
4885,2006
4886,1450
4888,3875
4890,1220
4896,1114
4899,2399
4913,753.4
4916,2120
4920,3875
4925,3082
4934,2037
4941,2399
4946,1555
4954,2751
4956,1262
4958,4184
4965,1220
4966,1220
4970,2619
4977,1754
4980,2562
4984,1904
4995,937.8
4997,3082
4999,2006
5005,3467
5011,1613
5015,2399
5016,2431
5019,2766
5024,2193
5030,2032
5031,1638
5034,2092
5047,1.024e+04
5048,2399
5052,1368
5061,1851
5062,7516
5067,3467
5068,4574
5077,1450
5079,2092
5090,3082
5094,2193
5103,2006
5104,937.8
5106,2092
5107,2032
5110,1174
5114,1697
5116,4369
5121,5616
5122,3082
5124,1040
5132,3946
5133,1865
5138,2193
5143,2399
5153,1553
5154,1904
5155,937.8
5160,1754
5169,4085
5172,3467
5173,3082
5179,1013
5182,3044
5187,1191
5192,2947
5211,1262
5213,2947
5219,937.8
5225,2562
5226,1163
5227,4702
5228,2006
5239,3467
5241,1450
5244,2193
5248,3910
5260,1262
5266,1114
5273,1890
5280,7163
5298,4369
5300,1079
5306,3273
5307,1174
5311,4369
5316,1163
5323,866.6
5332,1667
5336,1754
5338,1040
5342,3323
5347,1262
5355,4085
5357,2037
5362,1400
5363,1300
5364,1013
5366,2399
5374,4844
5375,777.2
5379,2766
5380,2314
5383,832.3
5385,1583
5390,1929
5393,4574
5398,1851
5411,2751
5414,911.2
5429,1450
5432,8667
5436,1262
5437,4826
5439,1163
5440,3273
5449,1526
5458,1262
5460,921.2
5462,1163
5463,2284
5465,2597
5467,3323
5475,2701
5483,1929
5485,1262
5489,1638
5493,2751
5497,804.2
5501,1441
5506,1262
5507,1553
5510,3141
5524,4369
5531,1305
5542,3946
5543,2193
5544,4471
5552,1691
5560,2242
5563,3875
5573,2562
5579,1114
5584,3044
5585,8667
5594,1610
5595,1814
5597,1851
5598,1441
5604,1754
5606,1553
5610,1114
5615,4582
5631,1262
5637,1450
5646,1610
5656,3082
5658,1.072e+04
5666,1555
5668,2562
5673,1313
5680,1262
5691,2597
5692,5913
5693,2037
5697,3141
5698,1731
5700,2037
5704,2115
5705,1851
5707,970.6
5710,911.2
5716,937.8
5720,1613
5722,2206
5727,2037
5733,1441
5737,2399
5742,3467
5747,970.6
5760,2766
5774,1526
5788,4738
5796,1691
5797,1393
5800,2562
5812,1614
5814,1049
5818,1174
5819,3141
5823,5153
5826,2814
5830,1811
5831,1553
5846,2597
5864,2242
5869,646.3
5870,4048
5879,1450
5883,9227
5886,1220
5889,4844
5904,2006
5905,1163
5910,2878
5911,2120
5914,1677
5915,1691
5920,1114
5925,1677
5926,1811
5934,2619
5939,3082
5941,1013
5943,1013
5949,3370
5961,1731
5965,4702
5966,2597
5969,753.4
5970,2408
5978,3044
5979,2562
5983,1450
5985,6255
5989,1262
5997,1553
6004,2266
6010,3715
6013,1526
6019,1553
6020,1220
6032,1163
6036,4582
6037,5517
6039,1677
6050,1754
6051,1553
6053,4369
6057,1613
6059,1262
6067,3946
6068,1526
6075,1677
6078,832.3
6079,4702
6080,3715
6082,4574
6084,1262
6091,2878
6092,1262
6093,5153
6096,1638
6102,1754
6105,1613
6116,1638
6122,911.2
6126,1013
6131,4445
6140,5153
6141,1163
6146,970.6
6147,2562
6157,2751
6162,2399
6163,2399
6165,2399
6170,7163
6208,1811
6216,4048
6218,1754
6223,2490
6224,2092
6227,1697
6240,1.024e+04
6241,1553
6246,1220
6248,4211
6249,1163
6255,1613
6261,3044
6262,7516
6269,1614
6271,2092
6278,2672
6284,1754
6285,1368
6287,1044
6288,2284
6291,2193
6296,970.6
6297,3323
6304,1814
6309,2890
6310,937.8
6311,2431
6316,1300
6319,1553
6332,9227
6335,6475
6336,1262
6341,1114
6359,1220
6369,1814
6375,753.4
6378,3467
6380,3082
6385,1.024e+04
6387,7222
6391,2814
6392,753.4
6393,2701
6400,850.4
6411,2766
6415,2120
6416,2284
6419,2890
6421,1309
6432,2399
6438,1614
6444,924.1
6445,1553
6446,1339
6448,8058
6452,1441
6459,1929
6470,3715
6475,898.7
6484,2408
6492,2597
6502,1811
6505,1262
6506,1851
6513,1638
6514,3206
6524,4582
6525,644.1
6528,1473
6529,9729
6531,1691
6538,1754
6541,3946
6546,2801
6553,866.6
6563,753.4
6567,1904
6586,5616
6588,2408
6589,4211
6591,3665
6596,1342
6607,1614
6613,1.019e+04
6615,2006
6625,1262
6629,3273
6630,2766
6632,1441
6640,970.6
6645,2947
6648,2120
6656,1583
6658,2562
6661,1555
6663,2206
6665,2947
6673,1697
6676,1774
6681,1262
6683,1614
6684,911.2
6695,1220
6697,1677
6700,2751
6702,1163
6703,1363
6704,3580
6712,4369
6716,4574
6723,1262
6733,3715
6734,2242
6739,3875
6743,670
6746,1614
6756,1342
6758,1450
6765,970.6
6772,2092
6776,3467
6777,1754
6784,3141
6785,1339
6788,1553
6790,1929
6792,1163
6797,1262
6802,2399
6806,1079
6808,937.8
6809,3323
6810,1677
6814,1262
6815,2801
6819,921.2
6824,2701
6830,1697
6835,4844
6838,1754
6845,5319
6846,1156
6847,2947
6848,5386
6849,3370
6864,8491
6869,1339
6870,1638
6876,1393
6878,2193
6890,8491
6892,4184
6899,1163
6906,1262
6908,1262
6912,2597
6913,1040
6925,1281
6932,1754
6935,1441
6939,1393
6946,2281
6950,970.6
6963,1174
6972,5319
6974,832.3
6978,3273
6979,777.2
6985,2701
6989,3715
7005,911.2
7007,1677
7009,4369
7015,753.4
7036,3141
7047,2766
7049,1044
7054,3273
7056,6897
7058,937.8
7061,1220
7064,1163
7066,1731
7069,753.4
7085,1450
7086,7222
7096,1262
7103,1.023e+04
7122,1814
7125,4369
7126,1013
7130,1262
7134,5957
7135,1049
7140,3467
7145,1049
7148,1969
7151,5319
7156,4085
7157,1526
7161,2281
7163,2092
7168,1156
7170,6255
7174,787.5
7175,8189
7199,832.3
7200,5517
7203,2266
7209,1553
7210,1.072e+04
7215,1300
7240,3632
7241,1638
7248,1754
7253,4702
7260,3467
7262,1441
7264,3467
7265,2597
7267,4211
7268,5386
7269,2431
7270,2092
7271,832.3
7274,4844
7289,787.5
7292,2766
7293,3013
7294,644.1
7296,4844
7298,1262
7299,1764
7304,5319
7305,1553
7308,2266
7309,2284
7310,1368
7311,2766
7312,1814
7317,1441
7319,7711
7320,3467
7329,5319
7330,4332
7331,3467
7336,1067
7353,3141
7358,3141
7363,3467
7365,4702
7366,1156
7374,3370
7377,1583
7378,3044
7382,1851
7388,2597
7398,2766
7400,1929
7411,1754
7426,2597
7434,6684
7436,753.4
7442,1220
7443,1613
7464,1929
7470,2562
7476,911.2
7478,1114
7479,1368
7480,2120
7487,1851
7495,3044
7498,1450
7507,5319
7525,5517
7527,1281
7528,1281
7533,921.2
7535,3370
7536,644.1
7537,2947
7544,1441
7552,2092
7553,2562
7554,2014
7555,1638
7556,6255
7560,1929
7564,3715
7570,1300
7571,1174
7573,1220
7574,1555
7575,1156
7592,1114
7595,4184
7596,1667
7601,2751
7608,1851
7610,1114
7613,2281
7623,2814
7630,1114
7638,1049
7643,753.4
7647,3206
7671,924.1
7672,1814
7676,2037
7682,898.7
7689,3082
7691,1638
7695,2751
7705,2115
7707,4574
7709,1904
7710,9485
7714,2751
7716,4085
7717,2399
7718,2242
7719,2006
7720,1220
7723,2120
7727,3946
7728,1614
7737,2120
7745,2284
7747,7163
7751,2092
7759,3467
7766,2399
7767,3715
7769,2309
7775,1156
7786,2661
7798,4582
7806,3715
7807,1.083e+04
7821,2006
7822,1754
7825,1262
7829,2092
7831,2408
7835,5913
7840,5162
7844,1163
7846,3370
7854,4369
7860,1067
7873,1754
7874,2284
7878,1731
7879,1610
7886,1865
7887,9729
7888,2597
7900,2092
7907,1044
7908,970.6
7920,1101
7921,1363
7922,1553
7923,1553
7925,1305
7927,1017
7938,2266
7939,1638
7944,2032
7945,4582
7947,5153
7949,1441
7959,1163
7961,2120
7964,1220
7967,2292
7969,2120
7971,3082
7974,1163
7975,1163
7978,2242
7981,1262
7984,3082
7991,2092
8001,6897
8004,2890
8010,1342
8011,1044
8012,1691
8016,1040
8022,1754
8023,1441
8024,2814
8026,2597
8031,970.6
8037,1262
8040,3323
8045,804.2
8046,3467
8048,2115
8049,525.2
8051,4582
8061,2701
8062,1393
8074,1262
8076,1731
8077,1220
8081,1814
8085,1774
8086,1067
8088,3206
8094,3206
8096,2431
8109,2092
8113,1553
8114,3910
8118,2242
8119,1865
8120,1526
8123,1220
8127,4844
8128,2092
8130,757.3
8132,2399
8133,1040
8134,1691
8136,3580
8137,2266
8146,670
8152,4211
8154,3044
8156,6027
8161,3715
8163,2597
8164,5368
8167,1.024e+04
8173,1368
8174,1774
8175,2661
8176,2092
8179,1049
8183,6684
8186,1860
8188,3946
8189,2766
8194,1.024e+04
8195,4211
8196,3206
8198,2037
8202,1220
8206,4582
8209,4048
8222,2281
8224,4844
8227,4844
8230,1262
8241,1851
8253,1811
8255,8491
8259,5517
8263,2701
8266,4582
8267,7711
8272,9485
8273,1929
8279,2266
8281,1731
8286,1526
8288,3467
8294,6684
8295,2597
8296,1013
8302,2408
8308,6255
8314,2120
8320,1526
8321,3044
8325,3715
8331,1220
8338,4184
8342,5319
8343,1553
8348,4085
8357,2431
8363,1677
8364,1691
8365,4369
8380,1040
8387,3044
8397,5139
8400,1814
8406,6475
8410,1.302e+04
8413,4582
8434,2120
8437,2597
8444,2814
8447,1526
8455,970.6
8458,1840
8459,1013
8460,4085
8461,1013
8478,1929
8485,1441
8486,2878
8488,9485
8492,2242
8500,2120
8501,4702
8509,3206
8511,4574
8514,1969
8528,2562
8531,1553
8539,5368
8542,1731
8559,7163
8560,1313
8570,753.4
8571,3323
8572,1754
8575,3370
8578,1754
8582,2947
8608,2014
8610,8491
8628,753.4
8629,2266
8638,3715
8646,2947
8658,753.4
8668,7163
8673,1526
8675,2766
8679,2092
8686,1811
8689,1368
8690,4048
8696,3044
8697,2408
8699,1163
8701,5517
8709,1262
8713,1586
8722,1526
8724,7163
8730,1313
8731,2562
8739,2562
8742,2661
8745,970.6
8746,6255
8747,1774
8750,3273
8762,1220
8778,3467
8781,1555
8795,2193
8797,5162
8798,3141
8805,3715
8807,1114
8812,1613
8813,3206
8826,2814
8829,832.3
8830,1441
8833,7087
8838,1262
8841,4369
8842,1040
8843,4048
8844,1865
8866,1156
8868,2092
8871,2878
8879,2032
8883,2206
8884,4332
8890,4574
8892,1638
8898,1393
8904,911.2
8906,1220
8908,1163
8909,4211
8910,970.6
8914,7516
8925,798.5
8936,1393
8942,1450
8948,2006
8956,2554
8958,2597
8960,2006
8978,3467
8986,2092
8990,7516
9002,1691
9010,5153
9018,1300
9020,2032
9025,1156
9031,2947
9033,1526
9034,1040
9036,2814
9038,2947
9045,3582
9048,1691
9052,6255
9055,1163
9062,3370
9065,2284
9066,3715
9072,1691
9076,2431
9080,1691
9083,3730
9086,2037
9088,1262
9089,5913
9099,2408
9100,2751
9103,1114
9104,1457
9106,1.083e+04
9111,1163
9115,2751
9122,1691
9125,1553
9126,1851
9144,4754
9157,2242
9161,1013
9166,1526
9169,1163
9173,1677
9182,1774
9185,1754
9186,1526
9188,1553
9194,970.6
9195,1013
9196,1691
9202,2115
9204,6475
9210,2701
9211,1.083e+04
9215,5319
9218,1774
9230,2092
9235,3323
9239,3875
9242,2037
9248,6255
9263,3273
9264,3044
9267,1553
9269,4048
9273,1313
9274,3467
9279,1163
9280,2206
9281,2801
9282,1163
9299,1342
9300,2193
9308,1697
9310,2092
9311,1969
9315,5517
9320,1342
9329,1163
9331,4211
9332,2037
9342,804.2
9349,4369
9360,2801
9362,1811
9366,2120
9372,1339
9373,4844
9375,2120
9378,4470
9393,1013
9403,8491
9405,1.302e+04
9407,1300
9411,5153
9412,2037
9423,850.4
9424,866.6
9426,5368
9427,1667
9429,1342
9431,1754
9433,2947
9438,2037
9440,1156
9451,1553
9463,1040
9464,3206
9466,850.4
9467,4034
9477,6255
9493,3082
9500,1040
9502,1526
9505,5368
9507,1677
9511,970.6
9516,1441
9518,2522
9520,1262
9526,6897
9529,1731
9536,1731
9537,3632
9538,1526
9549,2878
9552,1156
9554,1262
9556,1342
9559,2092
9561,4048
9562,1613
9564,1553
9565,4369
9567,4844
9570,970.6
9573,2399
9578,1262
9579,2206
9587,1044
9593,1865
9599,2032
9602,1342
9603,1526
9604,970.6
9611,1441
9617,6255
9623,2751
9627,3715
9641,1754
9642,712.1
9644,911.2
9654,1114
9661,1731
9662,2814
9668,2890
9669,2242
9677,2408
9679,2242
9684,1553
9688,2562
9701,2266
9705,1114
9706,2408
9712,832.3
9713,1300
9719,7163
9722,2701
9723,911.2
9744,2120
9745,2399
9746,9227
9752,2092
9761,2399
9773,2399
9775,2672
9780,804.2
9782,1677
9783,2399
9788,4471
9791,1393
9797,937.8
9805,3582
9806,4369
9810,1163
9814,2266
9815,1814
9816,4048
9817,6475
9819,1313
9831,1731
9833,1.072e+04
9835,2284
9836,8491
9841,576.9
9847,2597
9848,8491
9850,1904
9857,2037
9860,1393
9863,2701
9870,8491
9876,921.2
9882,1305
9886,3875
9894,1840
9898,787.5
9904,2266
9905,2751
9907,1811
9908,1865
9910,2120
9915,1216
9928,753.4
9929,2947
9931,970.6
9942,1890
9943,3206
9947,1339
9948,921.2
9950,4085
9954,2032
9956,1368
9960,2562
9961,3715
9967,3582
9971,3323
9974,1457
9979,1220
9985,3467
9986,1814
9996,1553
9997,1441
10001,2562
10004,2431
10014,3875
10016,4142
10022,3323
10031,4048
10036,2032
10041,5153
10045,1610
10050,1614
10051,4369
10053,3467
10054,2701
10063,1220
10064,1614
10086,1220
10094,1114
10095,8491
10105,2266
10107,1638
10109,2266
10111,1583
10113,2037
10115,1040
10118,1393
10125,2242
10127,2661
10131,1262
10137,2801
10138,1040
10140,5616
10141,3632
10142,2814
10151,1114
10152,4332
10153,2266
10154,911.2
10163,2092
10173,5162
10176,4211
10177,1554
10183,1969
10208,2006
10217,3323
10219,2193
10231,1754
10239,1049
10240,1638
10243,1553
10247,5616
10255,4844
10258,1613
10259,1851
10260,3082
10261,3715
10263,8491
10268,1811
10271,2672
10272,1342
10279,3141
10281,4211
10283,2814
10299,6897
10300,1662
10303,2878
10307,1309
10311,937.8
10318,4826
10320,6255
10334,2006
10335,2801
10338,1309
10342,1262
10349,1114
10354,2408
10358,3057
10361,3582
10369,4048
10370,2562
10377,1441
10378,1811
10380,5386
10386,1220
10391,6255
10393,1114
10395,8491
10396,2890
10399,3730
10400,2408
10405,2314
10414,2206
10416,1368
10417,1851
10418,6710
10419,2266
10422,1450
10426,1342
10427,5153
10430,1079
10431,1339
10438,2431
10442,1441
10446,3715
10450,3044
10454,1013
10458,1764
10459,1586
10460,1677
10473,5828
10475,1667
10481,1114
10484,1.072e+04
10485,6504
10487,2597
10489,911.2
10493,8491
10507,3082
10515,1754
10519,804.2
10523,1163
10527,2562
10529,804.2
10535,2092
10540,3910
10542,1309
10543,3715
10544,1614
10545,2092
10547,1526
10549,3582
10565,2431
10569,1811
10570,2408
10572,3273
10575,1068
10580,1114
10582,1619
10584,1677
10589,1393
10592,1300
10598,1.024e+04
10599,2120
10603,1553
10608,1262
10610,1677
10612,1393
10615,5368
10619,1638
10623,2399
10627,1.2e+04
10630,3715
10645,804.2
10664,2814
10668,1553
10673,4184
10675,4085
10676,1731
10695,1163
10697,4048
10698,4048
10706,1163
10712,4470
10716,2399
10717,1220
10721,1614
10726,1368
10735,1339
10736,3044
10739,1450
10746,1811
10752,753.4
10753,1526
10762,1691
10768,1013
10772,3141
10782,2092
10783,5616
10785,3467
10786,680.1
